"Stock","Avg","Stdev","Sharpe","Sortino","Pos","Neg"
"RAYMOND.NS",0.242576487495166,0.378236080212104,0.456804288847847,0.776769558662756,12,11
"SIEMENS.NS",-0.0966210168906792,0.222747419380891,-0.747113664483754,-0.855017646559998,13,10
"SOUTHBANK.NS",-0.0972972096877943,0.343740734213168,-0.48610425507921,-0.636415815307975,10,13
"SRF.NS",0.0729991150208863,0.351506647899286,0.00911075560802959,0.012530508188448,13,10
"SRTRANSFIN.NS",0.0821404552377663,0.309228027279974,0.0399182166282493,0.0590763090416156,10,13
"SUNPHARMA.NS",-0.0637826374341626,0.327138159631107,-0.408326749291705,-0.517557860155797,12,11
"TATAGLOBAL.NS",0.273939451146437,0.31801437985755,0.641929548533629,1.19728676803445,12,11
"TATAMOTORS.NS",-0.361495704738824,0.28892907167172,-1.49272735381275,-1.49606720258665,10,13
"TATAMTRDVR.NS",-0.456123139455324,0.282929731388268,-1.85883526885648,-1.76335403466861,8,15
"UNIONBANK.NS",-0.222002287916293,0.440288695245245,-0.662744501334598,-0.867586936376767,11,12
"VEDL.NS",0.222913820646964,0.317322391117146,0.482528813206754,0.750569451609108,14,9
"STAR.NS",-0.36576013860302,0.443995019195248,-0.98099470406167,-1.0814679461645,8,15
"UJJIVAN.NS",-0.127145872650696,0.378646898295832,-0.520121774123463,-0.674631202415296,8,15
"ESCORTS.NS",0.43928294191875,0.399044667580391,0.925927215872483,1.93396460387126,13,10
"UBL.NS",0.230498195848161,0.342781097000828,0.468816902089832,1.01504765896414,10,13
"UPL.NS",0.0353686112736289,0.222254568795446,-0.154903508936796,-0.211219460749447,11,12
"WIPRO.NS",0.123729250085054,0.182839599697317,0.294972349081158,0.496962441861533,10,13
"BALKRISIND.NS",0.520291994975824,0.325229891191761,1.38515980025011,3.15647965017214,13,10
"CANFINHOME.NS",-0.00373570303771504,0.379592370799767,-0.193713921963361,-0.307627654720543,9,14
"IDFCBANK.NS",-0.242977179466167,0.307979439195905,-1.01556715649609,-1.19369879426554,8,15
"KPIT.NS",0.476177265761018,0.293461727664592,1.38478242167308,3.07894389631416,15,8
"TATAPOWER.NS",0.0273567651154479,0.215656548875413,-0.196793739689993,-0.278602734211381,11,12
"GMRINFRA.NS",0.264871850617813,0.474296965322713,0.411293432223006,0.715738763474738,11,12
"LUPIN.NS",-0.243792488488317,0.302843110382494,-1.03548372604392,-1.19663315085268,7,16
"BEL.NS",0.0139800789549743,0.281755780485092,-0.198102572398713,-0.289853990435802,10,13
"LICHSGFIN.NS",-0.0502628713700328,0.21463108444764,-0.559376082622366,-0.746610974497581,9,14
"ADANIPOWER.NS",0.1835707913056,0.693903967703024,0.163962410857715,0.274466492616685,14,9
"TECHM.NS",0.337308866193538,0.257236583947026,1.03994633357186,1.86344653692397,16,7
"MCX.NS",-0.248149943898211,0.344372404674284,-0.923263779094644,-1.10661465321267,9,14
"NBCC.NS",-0.0737688960945414,0.330850128238541,-0.433929165196846,-0.580848635327025,11,12
"PCJEWELLER.NS",-0.550701153216655,0.832903267410376,-0.744981802032252,-0.809287084004848,12,11
"BERGEPAINT.NS",0.136270326136804,0.224381601319346,0.296252909724622,0.449656509491953,11,12
"NESTLEIND.NS",0.31682874153136,0.179652928678389,1.37505199325926,2.57095050051111,15,8
"VGUARD.NS",0.283069031560599,0.346965068569221,0.614679767570814,0.989277109565855,14,9
"NHPC.NS",0.0609692495043218,0.244151204312187,-0.0361553586345171,-0.0531243031649046,12,11
"SUZLON.NS",-0.381332613152761,0.37925970797581,-1.1894995105539,-1.3191123200196,10,13
