"Stock","Avg","Stdev","Sharpe","Sortino","Pos","Neg"
"CNX_NIFTY.NS",0.144865674868004,0.134743475145104,0.557125685899703,0.592668575351562,33,26
"NIFTY_BANK.NS",0.218961493140341,0.209620636250585,0.71159439238009,0.755154202775101,37,22
"NIFTY_IT.NS",0.130626877106053,0.177951801796884,0.341835556788615,0.380083701322422,28,31
"NIFTY_INFRA.NS",0.0846728808156701,0.205069186313337,0.072542624398293,0.0812494423325764,28,31
"NIFTY_PSE.NS",0.0811839459618346,0.198089508964745,0.0574857404820117,0.0662919752411852,25,34
"NIFTY_CPSE.NS",0.0692799777079857,0.203270032527933,-0.00254167396377755,-0.00254309385627014,31,28
"NIFTY_MIDCAP_50.NS",0.211149862938561,0.217008464636646,0.651372006700116,0.668652720391604,36,23
"OFSS.NS",0.112704463624115,0.191403900008801,0.224174323328126,0.263294481359952,27,32
"ACC.NS",0.0945146525936972,0.259688109619791,0.0951835213888256,0.101344411135524,31,28
"ADANIENT.NS",0.10172399630547,1.08035207533678,0.0295527478282849,0.0215455084793573,34,25
"AJANTPHARM.NS",0.303955588408759,0.37132156899223,0.630609649708716,0.779619469706948,29,30
"ALBK.NS",-0.108336663656932,0.427964685506994,-0.416233613535618,-0.42777403578257,24,35
"AMARAJABAT.NS",0.222298895819702,0.243377032308651,0.626609136103772,0.696193140459905,33,26
"ANDHRABANK.NS",-0.0744950591468461,0.383284010276596,-0.376461524966816,-0.401729835087479,25,34
"APOLLOHOSP.NS",0.0528519234975537,0.269948721074763,-0.0627700708944333,-0.0644261567178157,27,32
"ARVIND.NS",0.339093386556445,0.366735378284339,0.73430811054824,0.726903805988796,38,21
"AUROPHARMA.NS",0.401665501897836,0.360588554590246,0.92035333294945,1.09969847481979,34,25
"AXISBANK.NS",0.245510979500819,0.281900977856616,0.623319425776931,0.634246619698913,38,21
"BAJFINANCE.NS",0.654475366286237,0.283208494190935,2.06448166076113,2.6033773737391,44,15
"BANKBARODA.NS",0.101061503514439,0.38239448125145,0.0817608024960016,0.0947934762293679,26,33
"BANKINDIA.NS",-0.0823188604015911,0.491631240303594,-0.309409719701568,-0.329027141970603,26,33
"BEML.NS",0.366467902125025,0.537538924067361,0.551906596871057,0.650129009427437,33,26
"BHARATFORG.NS",0.351517328688788,0.329992959596295,0.853717319230569,0.932866314647322,34,25
"BHARTIARTL.NS",0.0467502854027882,0.273894384809612,-0.0841431578471746,-0.0818413999437756,31,28
"BOSCHLTD.NS",0.185701325481796,0.303327034749733,0.382111346323443,0.490881991206473,28,31
"BPCL.NS",0.27507666943176,0.287398331014514,0.714270138068806,0.781779653994849,34,25
"CADILAHC.NS",0.229117225038982,0.284036092414898,0.560916747682125,0.561926727766519,36,23
"CESC.NS",0.234115876518685,0.309356936817761,0.531163950457027,0.572429960852079,34,25
"CIPLA.NS",0.0895401743604002,0.252777096537278,0.078106564137271,0.0784285585766366,32,27
"COLPAL.NS",0.144555143967716,0.167662632430746,0.445886593969095,0.487466473581757,33,26
"CONCOR.NS",0.177954184766139,0.252000183162031,0.429196358318986,0.471723916121964,32,27
"CUMMINSIND.NS",0.147123639482964,0.271213012283967,0.285115433712016,0.303092348741022,31,28
"DABUR.NS",0.222086295760496,0.1828276531595,0.832968477533095,0.847763204923221,38,21
"DCBBANK.NS",0.275917652378469,0.388087335197632,0.531120214000863,0.510254328209941,29,26
"DISHTV.NS",0.0708657294348095,0.351078128446073,0.00304520700922994,0.00309223276077734,29,30
"DIVISLAB.NS",0.210552832920443,0.347183504071017,0.405423090131533,0.342521372518563,36,23
"DLF.NS",0.123039168984195,0.480444895021977,0.110819254567126,0.127780304572802,27,32
"DRREDDY.NS",0.0162604153423396,0.291348466396845,-0.183753184552608,-0.162770876733224,30,29
"EICHERMOT.NS",0.424249142322771,0.266781769469528,1.3286234631785,1.67585721455483,39,20
"ASHOKLEY.NS",0.445942205535591,0.388756566849379,0.967560714733978,1.34773568890126,36,23
"APOLLOTYRE.NS",0.279876852116774,0.367160877740685,0.572174872094813,0.6413281482927,31,28
"ENGINERSIN.NS",0.1020412444978,0.418069117758051,0.077127487467713,0.0782382436375274,31,28
"EXIDEIND.NS",0.17403175376794,0.24471874355084,0.425938481042452,0.407446575126037,32,27
"FEDERALBNK.NS",0.225354615775526,0.363935476669819,0.427432888218749,0.509557115248317,31,28
"GRANULES.NS",0.434878607780449,0.451119479291301,0.809280025984928,0.909924972404411,35,24
"HAVELLS.NS",0.366028043913103,0.291658555780864,1.01567882780849,1.38753506271335,31,28
"HEXAWARE.NS",0.287900917259247,0.313210525337335,0.69635046002067,0.805736379011105,35,24
"HINDPETRO.NS",0.405603079247812,0.347883278048653,0.965284842876435,1.08745893788243,37,22
"HINDUNILVR.NS",0.230363261425291,0.18643128371788,0.861264452863998,1.17393363292107,33,26
"HINDZINC.NS",0.232957658335951,0.26929019629121,0.605892961295298,0.591289641297022,36,23
"ICIL.NS",0.555550934773162,0.592778271926676,0.819453637086027,1.06447693134716,33,26
"IDBI.NS",0.0193266086523352,0.439341222040793,-0.114876575820734,-0.109528019830899,29,30
"BRITANNIA.NS",0.434596687019122,0.222750742334683,1.6377052634632,1.7169162519765,43,16
"IDEA.NS",-0.246691262343641,0.380236324205047,-0.832345218102438,-0.810047396349399,23,36
"INDUSINDBK.NS",0.338753925795252,0.243098512108862,1.10637164993232,1.25023313774846,39,20
"INFRATEL.NS",0.160556402577502,0.275989355182322,0.328852461212741,0.327832535501624,32,27
"INFY.NS",0.161009518666504,0.223265347294321,0.408540312747164,0.359318047124005,36,23
"BHEL.NS",-0.0173889307774209,0.436293331739754,-0.199832425325044,-0.194881623846021,27,32
"JETAIRWAYS.NS",-0.0487900886328728,0.579466313165906,-0.204648156063213,-0.217812156355559,25,34
"CAPF.NS",0.27467188266202,0.357910346548277,0.572420609743696,0.638435220821959,34,25
"JINDALSTEL.NS",-0.0120687825615492,0.549955012368532,-0.148858369462352,-0.15126669988897,28,31
"CENTURYTEX.NS",0.292588526623878,0.411378327131911,0.54157423488953,0.560307294750127,34,25
"ADANIPORTS.NS",0.211656536368334,0.321605930143928,0.441098559493505,0.455317668914095,32,27
"JSWENERGY.NS",0.119465788979611,0.393017428481417,0.126379039510411,0.137484802637019,28,31
"JUSTDIAL.NS",-0.0832969621470715,0.541233452374199,-0.282860538890903,-0.315356034768996,24,35
"KOTAKBANK.NS",0.272030367537939,0.191580934151341,1.05560474781329,1.15792079689435,37,22
"KSCL.NS",0.166937009070095,0.441936725374759,0.219806093576954,0.208222772711401,32,27
"L&TFH.NS",0.217663665736059,0.330579752552704,0.44729612366446,0.52349798843712,30,29
"LT.NS",0.203779520113679,0.269388451780899,0.497359465005473,0.571925095074443,32,27
"MARICO.NS",0.259928374718612,0.181290721217661,1.04876713813201,1.39843808474961,33,26
"MARUTI.NS",0.392219980500296,0.264364307448005,1.21961757907289,1.26699297174295,38,21
"MCDOWELL-N.NS",-0.28294007564222,0.795639316779624,-0.443337442055039,-0.335150911420167,28,31
"MINDTREE.NS",0.280554825514165,0.361218946353512,0.583463862525707,0.646287558657984,34,25
"MRF.NS",0.349336808343139,0.308467652586148,0.906222037034472,1.39727822796092,31,28
"NMDC.NS",0.0501927980111861,0.299432372605,-0.0654699612989163,-0.0717020874414735,27,32
"ORIENTBANK.NS",-0.0988443618736778,0.508140866777206,-0.331878415527828,-0.326210108078713,27,32
"COALINDIA.NS",0.0684655232709736,0.243635771524473,-0.00546348583369177,-0.00615801468404904,28,31
"PAGEIND.NS",0.425714049615168,0.320985053828152,1.108828655768,0.998965173201618,41,18
